"gender","field","level","sentiment","intention","left","month"
"M","Finance","Low",7,1,0,12
"M","Education and Training","Medium",8,4,1,11
"F","Finance","High",8,4,0,12
"M","Law","Medium",8,4,1,8
"M","Education and Training","Low",10,1,0,12
"M","Public/Government","Low",7,2,0,12
"M","Law","High",8,1,0,12
"M","Education and Training","Low",8,4,0,12
"M","Finance","Low",10,1,1,4
"M","Finance","Low",7,4,0,2
"F","Finance","Low",10,1,1,8
"M","Public/Government","Low",6,7,1,4
"F","Public/Government","Low",10,6,0,12
"M","Education and Training","Low",7,2,0,12
"F","Finance","Medium",8,6,1,3
"M","Public/Government","Low",7,8,0,12
"F","Education and Training","Low",7,8,0,12
"M","Public/Government","Low",8,4,0,12
"M","Health","Medium",8,7,1,8
"M","Finance","Low",4,7,0,12
"M","Sales/Marketing","Low",7,7,1,6
"M","Finance","Medium",7,4,1,5
"M","Sales/Marketing","Medium",10,4,1,6
"M","Education and Training","High",8,4,0,12
"M","Finance","Medium",8,4,0,10
"M","Education and Training","Low",8,4,0,12
"M","Law","High",10,2,1,1
"M","Education and Training","Low",7,6,1,5
"F","Education and Training","Medium",8,8,0,9
"M","Sales/Marketing","Low",8,2,0,7
"M","Public/Government","Medium",8,4,0,12
"F","Finance","Low",10,2,1,4
"M","Finance","Low",7,7,1,9
"M","Finance","Low",8,2,1,11
"F","Finance","Low",8,2,1,12
"M","Finance","Medium",10,4,1,12
"M","Education and Training","Medium",8,4,0,12
"M","Education and Training","Medium",8,4,0,12
"M","Education and Training","Low",7,7,1,12
"F","Finance","Low",6,2,0,12
"M","Education and Training","Medium",7,7,1,7
"M","Finance","Low",10,2,0,12
"M","Education and Training","Medium",6,4,0,12
"F","Public/Government","Low",7,8,1,9
"M","Finance","Medium",6,4,1,8
"M","Education and Training","Low",10,1,1,8
"M","Finance","Medium",10,4,1,11
"M","Sales/Marketing","Low",8,7,0,12
"M","Finance","Low",10,4,1,7
"M","Law","Low",7,4,0,12
"F","Education and Training","Low",8,4,0,12
"M","Education and Training","Medium",8,2,0,12
"M","Health","Medium",8,7,1,5
"M","Sales/Marketing","Low",7,2,0,12
"M","Education and Training","Low",7,4,1,4
"M","Sales/Marketing","Low",7,2,0,12
"M","Education and Training","Medium",10,2,0,12
"M","Education and Training","Low",7,7,1,2
"M","Education and Training","Low",10,2,1,8
"F","Education and Training","Low",7,4,0,12
"F","Finance","Medium",7,7,0,12
"M","Sales/Marketing","High",10,1,0,12
"F","Finance","Low",10,1,0,12
"F","Public/Government","Low",7,4,1,4
"F","Finance","Low",6,4,0,12
"M","Education and Training","Medium",8,2,0,12
"M","Education and Training","High",10,1,0,12
"M","Sales/Marketing","Medium",10,7,0,12
"M","Finance","Low",7,7,1,1
"M","Public/Government","High",4,6,1,6
"F","Education and Training","Low",8,4,0,12
"M","Public/Government","Low",7,2,0,12
"M","Public/Government","Low",7,4,0,12
"M","Sales/Marketing","Low",8,1,0,12
"M","Finance","Medium",7,6,0,12
"M","Public/Government","Low",7,4,0,12
"M","Finance","Low",8,7,1,3
"M","Finance","Medium",4,2,1,4
"F","Finance","Low",10,4,1,11
"M","Sales/Marketing","Low",10,2,0,12
"F","Finance","Low",10,1,0,12
"M","Finance","Low",7,6,1,8
"M","Education and Training","Low",8,4,1,8
"F","Education and Training","Low",8,4,0,12
"M","Education and Training","Low",8,1,0,12
"F","Public/Government","Low",10,2,0,12
"M","Finance","Low",8,2,0,12
"M","Finance","Low",7,6,1,2
"F","Education and Training","Low",10,4,1,9
"M","Finance","Medium",8,6,0,12
"F","Education and Training","Low",7,4,0,5
"M","Sales/Marketing","Low",10,4,1,3
"M","Finance","Low",2,10,0,12
"M","Health","Low",7,4,1,3
"F","Finance","Medium",4,4,1,2
"F","Finance","High",10,1,0,1
"M","Education and Training","Low",7,7,0,1
"F","Education and Training","Low",10,4,0,3
"F","Education and Training","Low",7,6,1,8
"F","Finance","Low",7,1,0,12
"M","Education and Training","High",7,4,0,12
"M","Education and Training","Low",10,8,0,9
"F","Finance","Medium",10,2,0,12
"M","Finance","Medium",4,10,1,5
"M","Finance","Low",7,6,1,6
"M","Sales/Marketing","Low",8,8,1,9
"M","Finance","Low",8,8,0,12
"M","Public/Government","Low",8,2,1,11
"M","Education and Training","Low",4,1,0,8
"F","Finance","Low",8,4,0,12
"M","Education and Training","Medium",10,6,1,5
"M","Education and Training","Medium",8,2,0,12
"M","Law","Medium",8,2,1,5
"F","Education and Training","Low",10,1,0,12
"M","Finance","Low",6,2,0,12
"F","Education and Training","Medium",1,10,1,3
"M","Finance","Low",8,2,1,6
"M","Finance","Low",7,2,0,12
"F","Sales/Marketing","Low",7,6,0,12
"M","Finance","Medium",8,10,0,1
"M","Finance","Medium",8,2,0,12
"M","Education and Training","Low",10,8,1,9
"F","Education and Training","Low",8,4,1,6
"M","Public/Government","Low",8,2,0,12
"M","Finance","Low",7,4,1,9
"M","Education and Training","Low",6,4,0,12
"M","Education and Training","High",10,1,0,12
"M","Finance","Low",7,4,0,10
"M","Education and Training","Medium",10,2,0,12
"M","Finance","Low",7,2,0,12
"M","Education and Training","Low",4,6,1,11
"M","Finance","Medium",4,8,0,12
"F","Finance","Low",10,4,0,7
"M","Finance","High",7,2,0,12
"M","Sales/Marketing","Medium",10,2,0,12
"F","Sales/Marketing","Medium",8,4,0,12
"M","Sales/Marketing","Medium",7,4,1,3
"M","Education and Training","High",10,4,0,12
"M","Finance","Medium",7,4,1,7
"M","Finance","Low",7,4,1,9
"M","Education and Training","Low",8,1,1,12
"M","Health","Low",8,2,1,6
"M","Public/Government","Low",7,6,1,2
"M","Finance","High",10,1,0,12
"M","Education and Training","Medium",7,4,0,12
"M","Health","Low",8,4,0,12
"M","Education and Training","Medium",8,2,0,12
"M","Education and Training","Low",8,2,0,12
"F","Education and Training","Low",7,10,1,2
"M","Finance","Low",7,4,0,7
"F","Public/Government","Low",7,8,0,12
"M","Finance","Low",8,1,0,12
"M","Education and Training","High",10,1,1,11
"F","Education and Training","Low",8,6,1,7
"M","Finance","Low",4,4,1,9
"F","Law","Low",7,4,0,12
"M","Education and Training","Low",8,1,0,12
"M","Public/Government","Medium",7,4,0,12
"F","Education and Training","Low",10,6,0,12
"M","Sales/Marketing","Low",10,2,0,12
"F","Finance","Low",6,6,0,12
"M","Finance","Low",4,4,0,8
"M","Education and Training","Low",8,2,0,12
"M","Finance","Low",2,8,1,7
"M","Sales/Marketing","Low",7,2,1,2
"F","Education and Training","Medium",10,1,0,12
"F","Sales/Marketing","Medium",4,8,0,12
"M","Finance","Low",7,7,0,12
"M","Health","Low",8,7,1,12
"F","Sales/Marketing","Low",10,1,0,12
"M","Finance","Low",7,6,1,8
"M","Finance","Low",4,6,1,8
"M","Public/Government","High",10,1,0,12
"M","Public/Government","Low",8,1,0,12
